loan_id;date;amount;duration;payments;frequency;account_month;account_day;gender;birth_year;birth_month;birth_day;inhabitants;less499;less1999;more10000;last_balance;balance_m1_min;num_trans_m1;num_trans_m3;balance_m6_min;balance_y1_min;balance_all_min;credit_m1_min;credit_m3_min;withdrawal_m1_min;status
7104.0;931213.0;259740.0;60.0;4329.0;0.0;7.0;11.0;0.0;1979.0;3.0;16.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;67219.5;40673.5;5.0;11.0;800.0;800.0;800.0;261.1;185.7;4900.0;1
6820.0;931216.0;38148.0;12.0;3179.0;0.0;6.0;28.0;1.0;1965.0;1.0;22.0;1204953.0;0.0;0.0;1.0;56840.8;24134.8;9.0;19.0;900.0;900.0;900.0;93.5;21.6;14.6;1
6876.0;931221.0;86616.0;12.0;7218.0;0.0;8.0;18.0;0.0;1961.0;9.0;28.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;37253.1;30376.5;4.0;12.0;800.0;800.0;800.0;58.8;29.8;11100.0;1
7097.0;931223.0;75624.0;24.0;3151.0;0.0;6.0;10.0;0.0;1958.0;12.0;7.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;41954.8;41954.8;5.0;12.0;26688.1;400.0;400.0;235.2;161.4;3200.0;-1
4959.0;940105.0;80952.0;24.0;3373.0;0.0;2.0;26.0;0.0;1945.0;2.0;4.0;1204953.0;0.0;0.0;1.0;27840.6;16858.9;8.0;19.0;10508.0;1100.0;1100.0;138.3;101.0;14.6;1
6499.0;940105.0;80952.0;24.0;3373.0;0.0;2.0;26.0;0.0;1945.0;2.0;4.0;1204953.0;0.0;0.0;1.0;28749.1;21655.6;8.0;19.0;11098.5;1100.0;1100.0;150.2;102.9;14.6;1
5479.0;940110.0;24516.0;12.0;2043.0;0.0;2.0;27.0;0.0;1958.0;10.0;7.0;1204953.0;0.0;0.0;1.0;78656.2;35942.5;10.0;27.0;424.2;200.0;200.0;290.4;172.5;14.6;1
5170.0;940120.0;253200.0;60.0;4220.0;2.0;5.0;10.0;1.0;1950.0;3.0;13.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;81150.6;15163.6;8.0;18.0;15124.2;800.0;800.0;69.5;69.5;30.0;1
6721.0;940121.0;21072.0;24.0;878.0;0.0;9.0;8.0;1.0;1964.0;8.0;9.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;33467.0;26867.3;4.0;12.0;1100.0;1100.0;1100.0;86.0;48.5;2600.0;1
7259.0;940131.0;108144.0;36.0;3004.0;0.0;5.0;20.0;1.0;1963.0;5.0;12.0;1204953.0;0.0;0.0;1.0;21921.3;21421.3;3.0;14.0;21421.3;900.0;900.0;4000.0;160.9;3500.0;1
5285.0;940206.0;78936.0;12.0;6578.0;0.0;5.0;9.0;1.0;1957.0;1.0;22.0;1204953.0;0.0;0.0;1.0;24601.0;23686.0;8.0;23.0;16007.1;900.0;900.0;116.6;98.5;14.6;1
5189.0;940207.0;149040.0;48.0;3105.0;0.0;4.0;21.0;1.0;1968.0;12.0;20.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;19033.5;18921.5;11.0;25.0;18921.5;200.0;200.0;126.7;124.4;14.6;1
6650.0;940217.0;49320.0;12.0;4110.0;1.0;9.0;3.0;1.0;1945.0;10.0;3.0;85930.6;40.9;16.1;1.3;15673.6;15673.6;8.0;28.0;900.0;900.0;900.0;177.4;177.4;100.0;-1
7226.0;940223.0;197748.0;36.0;5493.0;0.0;9.0;13.0;1.0;1970.0;5.0;5.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;43294.5;43294.5;4.0;10.0;300.0;300.0;300.0;204.2;141.3;5700.0;1
6087.0;940227.0;300660.0;60.0;5011.0;0.0;4.0;29.0;0.0;1950.0;1.0;7.0;117897.7;26.9;16.1;2.1;33918.9;16681.9;8.0;27.0;7691.0;800.0;800.0;82.3;73.8;14.6;1
7262.0;940301.0;182628.0;36.0;5073.0;0.0;10.0;10.0;0.0;1959.0;5.0;23.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;45660.9;30008.4;3.0;9.0;500.0;500.0;500.0;183.5;136.9;9800.0;1
5519.0;940308.0;91632.0;12.0;7636.0;0.0;3.0;8.0;1.0;1962.0;12.0;28.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;33061.9;33061.9;6.0;26.0;26515.8;18285.0;700.0;166.3;143.0;14.6;1
6577.0;940311.0;51696.0;24.0;2154.0;0.0;2.0;8.0;1.0;1968.0;1.0;28.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;38202.2;20808.9;5.0;26.0;20808.9;20808.9;600.0;126.9;126.9;14.6;1
6509.0;940315.0;55368.0;24.0;2307.0;0.0;3.0;18.0;1.0;1939.0;12.0;25.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;12414.4;2235.7;6.0;26.0;2235.7;200.0;200.0;27.2;27.2;14.6;1
6520.0;940316.0;91200.0;24.0;3800.0;0.0;7.0;28.0;1.0;1955.0;8.0;26.0;117897.7;26.9;16.1;2.1;32715.3;9916.3;6.0;22.0;8884.6;700.0;700.0;117.9;102.9;14.6;1
6699.0;940330.0;7656.0;24.0;319.0;0.0;3.0;28.0;1.0;1962.0;9.0;3.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;36353.1;36353.1;6.0;29.0;32748.6;21718.0;600.0;21118.0;153.6;300.0;1
6336.0;940331.0;212400.0;36.0;5900.0;2.0;3.0;5.0;1.0;1966.0;10.0;24.0;117897.7;26.9;16.1;2.1;64221.1;64221.1;3.0;17.0;22246.4;21189.4;300.0;42459.0;100.0;7100.0;1
7055.0;940406.0;167100.0;60.0;2785.0;0.0;5.0;6.0;1.0;1970.0;1.0;17.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;39310.2;24664.0;6.0;24.0;20795.2;1100.0;1100.0;219.9;153.0;14.6;1
6103.0;940407.0;149340.0;60.0;2489.0;2.0;5.0;21.0;0.0;1963.0;2.0;1.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;23538.3;23475.9;6.0;21.0;10014.4;500.0;500.0;92.4;77.0;30.0;1
6202.0;940418.0;65184.0;12.0;5432.0;0.0;1.0;25.0;0.0;1957.0;9.0;29.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;67995.4;42339.6;5.0;18.0;21632.9;21632.9;900.0;176.4;151.8;14.6;1
7066.0;940502.0;215388.0;36.0;5983.0;0.0;11.0;27.0;0.0;1959.0;12.0;17.0;1204953.0;0.0;0.0;1.0;30662.8;30523.5;2.0;8.0;1000.0;1000.0;1000.0;139.3;18.0;3100.0;-1
6696.0;940509.0;89040.0;60.0;1484.0;0.0;4.0;12.0;1.0;1970.0;1.0;25.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;29305.8;19344.5;7.0;22.0;16890.3;16890.3;800.0;105.0;72.2;14.6;1
6072.0;940510.0;193968.0;36.0;5388.0;1.0;10.0;25.0;0.0;1972.0;12.0;3.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;80780.0;57502.3;10.0;21.0;10300.0;800.0;800.0;365.6;175.4;100.0;1
5130.0;940511.0;24312.0;12.0;2026.0;0.0;2.0;10.0;1.0;1955.0;11.0;19.0;87574.375;69.375;16.625;1.125;28461.9;28461.9;4.0;16.0;20296.4;20296.4;1100.0;139.4;125.1;14.6;1
5568.0;940517.0;272520.0;60.0;4542.0;0.0;6.0;18.0;0.0;1939.0;9.0;2.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;30009.9;28709.9;7.0;19.0;21342.8;1100.0;1100.0;173.9;104.3;14.6;1
6678.0;940520.0;80340.0;12.0;6695.0;0.0;7.0;5.0;1.0;1976.0;2.0;6.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;89342.6;48502.6;5.0;15.0;21980.0;1100.0;1100.0;342.4;147.8;14.6;1
6998.0;940521.0;97632.0;12.0;8136.0;0.0;7.0;24.0;1.0;1968.0;9.0;7.0;87574.375;69.375;16.625;1.125;41330.1;30560.1;7.0;24.0;21477.7;1100.0;1100.0;180.1;165.7;14.6;1
6580.0;940522.0;196080.0;48.0;4085.0;0.0;10.0;3.0;0.0;1958.0;5.0;27.0;85930.6;40.9;16.1;1.3;86857.4;30643.4;7.0;17.0;17227.4;900.0;900.0;123.9;123.9;14.6;1
6316.0;940526.0;76908.0;12.0;6409.0;0.0;1.0;26.0;1.0;1946.0;1.0;19.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;14888.6;7888.6;6.0;17.0;7888.6;7888.6;1100.0;209.5;111.7;14.6;-1
6512.0;940526.0;63312.0;48.0;1319.0;0.0;4.0;19.0;1.0;1956.0;5.0;7.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;28553.5;23958.5;7.0;21.0;12051.5;12051.5;500.0;110.0;76.9;14.6;1
6407.0;940526.0;25944.0;24.0;1081.0;0.0;9.0;8.0;1.0;1960.0;5.0;21.0;117897.7;26.9;16.1;2.1;69398.9;45205.9;5.0;15.0;42000.5;600.0;600.0;282.7;261.5;14.6;1
5002.0;940531.0;104808.0;12.0;8734.0;0.0;11.0;26.0;0.0;1939.0;11.0;30.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;28015.4;28015.4;8.0;20.0;24170.0;500.0;500.0;17313.0;164.7;189.0;1
6647.0;940601.0;208320.0;48.0;4340.0;2.0;2.0;7.0;1.0;1968.0;4.0;14.0;1204953.0;0.0;0.0;1.0;44213.1;39400.2;7.0;19.0;19909.6;19909.6;200.0;241.9;241.9;30.0;1
7137.0;940603.0;151560.0;24.0;6315.0;0.0;11.0;21.0;0.0;1953.0;5.0;5.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;21323.2;21323.2;9.0;18.0;21323.2;300.0;300.0;181.3;181.3;14.6;1
6903.0;940604.0;52128.0;24.0;2172.0;0.0;9.0;13.0;1.0;1959.0;7.0;17.0;85930.6;40.9;16.1;1.3;58659.8;19701.8;6.0;24.0;144.2;144.2;144.2;84.4;73.9;14.6;1
5918.0;940604.0;300204.0;36.0;8339.0;0.0;6.0;5.0;0.0;1964.0;3.0;13.0;85930.6;40.9;16.1;1.3;33932.8;33611.7;5.0;20.0;13241.5;300.0;300.0;135.7;130.0;14.6;1
6642.0;940605.0;77640.0;12.0;6470.0;2.0;7.0;7.0;0.0;1967.0;7.0;10.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;30825.8;30825.8;7.0;18.0;23157.9;700.0;700.0;275.5;275.5;30.0;1
6210.0;940606.0;87216.0;48.0;1817.0;0.0;11.0;26.0;0.0;1964.0;5.0;13.0;87574.375;69.375;16.625;1.125;21579.1;20452.2;8.0;20.0;16556.0;200.0;200.0;126.8;126.8;14.6;-1
6279.0;940607.0;87360.0;24.0;3640.0;0.0;7.0;21.0;0.0;1962.0;7.0;10.0;117897.7;26.9;16.1;2.1;29072.5;28934.4;4.0;12.0;28217.8;200.0;200.0;138.1;138.1;14.6;1
7249.0;940612.0;69360.0;48.0;1445.0;0.0;3.0;19.0;0.0;1941.0;7.0;28.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;38665.0;34583.0;6.0;17.0;15182.9;15182.9;1100.0;152.1;130.4;14.6;1
6736.0;940614.0;288360.0;60.0;4806.0;1.0;2.0;27.0;0.0;1935.0;12.0;15.0;1204953.0;0.0;0.0;1.0;43313.2;43295.8;3.0;9.0;800.0;800.0;800.0;17.5;8.7;15200.0;1
6112.0;940617.0;174744.0;24.0;7281.0;0.0;3.0;22.0;1.0;1978.0;11.0;21.0;117897.7;26.9;16.1;2.1;6930.8;-1369.2;7.0;20.0;-1369.2;-1369.2;-1369.2;33.3;33.3;0.4;-1
5319.0;940623.0;239460.0;60.0;3991.0;0.0;9.0;22.0;1.0;1942.0;9.0;13.0;117897.7;26.9;16.1;2.1;36240.6;12922.6;8.0;24.0;12922.6;300.0;300.0;127.9;127.9;14.6;1
6596.0;940625.0;91584.0;24.0;3816.0;0.0;11.0;26.0;1.0;1951.0;11.0;16.0;1204953.0;0.0;0.0;1.0;49842.9;34296.9;6.0;20.0;33392.4;1000.0;1000.0;185.2;185.2;14.6;1
5837.0;940629.0;244560.0;60.0;4076.0;0.0;10.0;14.0;1.0;1967.0;7.0;19.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;21326.1;21326.1;8.0;23.0;19433.3;1000.0;1000.0;137.2;123.8;14.6;1
5657.0;940705.0;4980.0;12.0;415.0;0.0;11.0;5.0;1.0;1952.0;7.0;26.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;22500.3;21602.2;8.0;25.0;21602.2;800.0;800.0;112.7;112.7;14.6;1
5533.0;940705.0;111384.0;24.0;4641.0;0.0;3.0;20.0;0.0;1967.0;2.0;10.0;87574.375;69.375;16.625;1.125;52318.9;20377.5;7.0;28.0;20377.5;20377.5;500.0;196.9;196.9;14.6;1
6232.0;940708.0;276660.0;36.0;7685.0;0.0;8.0;28.0;0.0;1949.0;5.0;18.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;19783.2;14796.2;6.0;20.0;6855.5;500.0;500.0;89.5;72.2;14.6;-1
6888.0;940711.0;39576.0;12.0;3298.0;0.0;2.0;4.0;1.0;1980.0;5.0;2.0;1204953.0;0.0;0.0;1.0;23901.1;23901.1;7.0;22.0;5435.8;5435.8;300.0;88.3;88.3;14.6;1
6066.0;940711.0;173808.0;24.0;7242.0;1.0;6.0;23.0;1.0;1957.0;1.0;27.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;94431.9;44750.9;8.0;19.0;24365.5;24365.5;1000.0;339.6;220.5;100.0;1
5549.0;940716.0;50460.0;60.0;841.0;0.0;10.0;20.0;1.0;1947.0;10.0;17.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;41531.0;33997.1;6.0;21.0;28898.6;800.0;800.0;152.5;149.3;14.6;1
5060.0;940719.0;252060.0;60.0;4201.0;0.0;11.0;29.0;1.0;1965.0;8.0;3.0;1204953.0;0.0;0.0;1.0;70096.5;38544.5;11.0;31.0;28523.5;900.0;900.0;201.6;201.6;14.6;-1
6004.0;940723.0;143904.0;24.0;5996.0;0.0;2.0;20.0;0.0;1951.0;4.0;10.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;38336.2;38336.2;7.0;26.0;17960.4;17960.4;700.0;321.3;139.7;14.6;1
5126.0;940724.0;208128.0;48.0;4336.0;0.0;5.0;11.0;0.0;1951.0;8.0;6.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;81474.6;42545.6;7.0;15.0;-1069.7;-1069.7;-1069.7;141.9;55.7;14.6;-1
7220.0;940728.0;131292.0;36.0;3647.0;2.0;5.0;29.0;0.0;1954.0;3.0;20.0;1204953.0;0.0;0.0;1.0;31361.3;20291.3;6.0;20.0;17896.6;17896.6;1000.0;104.7;104.7;30.0;1
6668.0;940730.0;74736.0;36.0;2076.0;0.0;6.0;26.0;0.0;1965.0;10.0;29.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;33243.7;24731.7;4.0;18.0;24393.9;20428.5;700.0;20612.0;146.6;1900.0;1
5395.0;940730.0;299088.0;36.0;8308.0;0.0;6.0;6.0;1.0;1966.0;12.0;10.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;19448.5;5250.5;4.0;21.0;5250.5;5250.5;500.0;3600.0;117.1;1085.0;-1
6836.0;940803.0;189300.0;60.0;3155.0;0.0;6.0;16.0;0.0;1953.0;12.0;5.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;24471.4;24385.7;8.0;26.0;12805.3;12805.3;800.0;85.7;85.7;14.6;1
6064.0;940804.0;14628.0;12.0;1219.0;0.0;7.0;1.0;1.0;1949.0;3.0;8.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;34902.8;28439.6;9.0;27.0;14203.6;14203.6;200.0;160.7;146.5;2.0;1
6919.0;940805.0;120888.0;36.0;3358.0;2.0;3.0;27.0;1.0;1944.0;4.0;20.0;1204953.0;0.0;0.0;1.0;52014.4;25638.4;7.0;19.0;18541.3;13447.2;600.0;120.0;106.3;30.0;1
6841.0;940807.0;172080.0;48.0;3585.0;0.0;1.0;21.0;1.0;1957.0;3.0;5.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;58224.0;57817.5;5.0;25.0;35676.9;200.0;200.0;132.7;121.5;14.6;1
6038.0;940810.0;323472.0;48.0;6739.0;0.0;6.0;21.0;1.0;1940.0;10.0;15.0;1204953.0;0.0;0.0;1.0;69179.8;38864.4;7.0;23.0;7618.0;7618.0;200.0;230.0;118.7;14.6;1
6729.0;940811.0;74688.0;12.0;6224.0;0.0;4.0;2.0;1.0;1945.0;1.0;26.0;85930.6;40.9;16.1;1.3;28933.3;28933.3;8.0;22.0;11374.1;11374.1;1100.0;217.9;153.3;14.6;1
7198.0;940823.0;45768.0;12.0;3814.0;2.0;11.0;22.0;1.0;1977.0;5.0;27.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;54427.5;41583.4;5.0;11.0;25196.6;800.0;800.0;33.5;33.5;23900.0;1
6686.0;940825.0;224604.0;36.0;6239.0;0.0;3.0;24.0;0.0;1976.0;5.0;24.0;85930.6;40.9;16.1;1.3;40287.4;37856.4;6.0;22.0;15574.1;15574.1;200.0;161.9;161.9;14.6;1
5836.0;940827.0;79632.0;24.0;3318.0;0.0;4.0;8.0;1.0;1959.0;8.0;10.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;89746.5;55152.5;4.0;11.0;900.0;900.0;900.0;298.6;270.4;9516.0;1
7061.0;940827.0;121896.0;24.0;5079.0;0.0;4.0;28.0;0.0;1965.0;3.0;7.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;41917.2;22951.2;5.0;26.0;22951.2;22951.2;600.0;257.4;257.4;14.6;1
5595.0;940902.0;82896.0;12.0;6908.0;0.0;5.0;8.0;0.0;1972.0;2.0;6.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;64286.0;48086.0;10.0;27.0;14782.2;11724.2;900.0;299.9;270.1;14.6;1
5723.0;940910.0;23628.0;12.0;1969.0;0.0;3.0;12.0;0.0;1954.0;3.0;9.0;117897.7;26.9;16.1;2.1;64096.3;34698.7;12.0;28.0;18864.4;5756.0;1000.0;319.2;128.9;14.6;1
6120.0;940911.0;209184.0;48.0;4358.0;0.0;8.0;16.0;0.0;1953.0;6.0;18.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;44254.7;22169.2;7.0;20.0;22169.2;18297.8;1000.0;170.1;170.1;14.6;1
6895.0;940919.0;41904.0;12.0;3492.0;0.0;1.0;24.0;0.0;1974.0;7.0;8.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;39204.7;39204.7;7.0;24.0;14573.4;7917.2;900.0;206.3;96.0;14.6;1
5882.0;940926.0;87816.0;12.0;7318.0;0.0;6.0;7.0;0.0;1961.0;5.0;2.0;117897.7;26.9;16.1;2.1;15665.6;15665.6;7.0;20.0;15597.8;15597.8;800.0;83.4;83.4;14.6;1
5754.0;940928.0;23052.0;12.0;1921.0;0.0;1.0;19.0;1.0;1940.0;11.0;1.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;28531.7;18813.7;10.0;29.0;8988.5;7361.6;700.0;100.5;89.1;14.6;1
6594.0;940928.0;189696.0;24.0;7904.0;0.0;5.0;17.0;1.0;1970.0;2.0;19.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;22500.0;22500.0;1.0;3.0;600.0;600.0;600.0;2200.0;1300.0;0.0;-1
6738.0;940929.0;230220.0;36.0;6395.0;0.0;10.0;8.0;1.0;1942.0;11.0;9.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;6325.5;6325.5;6.0;18.0;-2719.7;-2719.7;-2719.7;26.2;20.4;14.6;-1
6624.0;940930.0;71460.0;12.0;5955.0;0.0;11.0;8.0;0.0;1945.0;8.0;3.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;82549.0;18825.0;8.0;18.0;18825.0;200.0;200.0;160.3;160.3;14.6;1
6216.0;940930.0;141240.0;24.0;5885.0;0.0;9.0;7.0;0.0;1962.0;9.0;11.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;45871.6;27037.6;10.0;30.0;27037.6;27037.6;1000.0;190.7;190.7;14.6;1
6229.0;941002.0;11736.0;24.0;489.0;0.0;4.0;22.0;0.0;1938.0;9.0;16.0;1204953.0;0.0;0.0;1.0;26984.4;26984.4;10.0;27.0;26984.4;26984.4;1100.0;137.0;137.0;14.6;1
5887.0;941003.0;192744.0;36.0;5354.0;0.0;6.0;2.0;1.0;1971.0;9.0;20.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;29033.7;24684.6;6.0;15.0;19632.4;19632.4;700.0;149.1;129.1;14.6;1
6808.0;941012.0;227880.0;36.0;6330.0;0.0;9.0;25.0;1.0;1955.0;11.0;4.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;53716.6;53716.6;6.0;20.0;15520.5;12668.3;1100.0;258.5;49.0;14.6;1
6297.0;941025.0;17508.0;12.0;1459.0;0.0;8.0;1.0;0.0;1946.0;4.0;1.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;48027.0;37027.0;5.0;18.0;34809.5;32582.8;900.0;159.7;159.7;14.6;1
5161.0;941028.0;98184.0;24.0;4091.0;0.0;7.0;9.0;1.0;1945.0;6.0;12.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;68956.1;44411.1;4.0;12.0;500.0;500.0;500.0;240.8;74.1;18200.0;1
5390.0;941030.0;170256.0;24.0;7094.0;0.0;8.0;8.0;1.0;1965.0;7.0;16.0;87574.375;69.375;16.625;1.125;43302.8;28576.8;4.0;20.0;19754.7;19754.7;200.0;24368.0;188.5;3720.0;1
6150.0;941102.0;83016.0;12.0;6918.0;0.0;2.0;8.0;0.0;1979.0;3.0;26.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;93605.6;53146.6;8.0;33.0;38711.8;28116.2;700.0;302.5;302.5;14.6;1
6223.0;941103.0;61056.0;48.0;1272.0;0.0;11.0;21.0;1.0;1957.0;9.0;6.0;1204953.0;0.0;0.0;1.0;33539.9;21258.1;7.0;23.0;21258.1;900.0;900.0;133.9;133.9;14.6;1
5032.0;941103.0;123696.0;48.0;2577.0;0.0;12.0;2.0;0.0;1940.0;8.0;27.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;25201.8;22488.1;5.0;20.0;22488.1;300.0;300.0;113.7;113.7;14.6;1
6253.0;941104.0;59760.0;24.0;2490.0;0.0;12.0;27.0;0.0;1958.0;11.0;26.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;41147.7;30723.7;6.0;21.0;14421.1;300.0;300.0;186.0;173.9;14.6;1
6460.0;941106.0;48672.0;36.0;1352.0;0.0;9.0;17.0;1.0;1948.0;5.0;2.0;1204953.0;0.0;0.0;1.0;23124.6;23024.6;8.0;26.0;18363.9;12083.8;300.0;100.0;100.0;14.6;1
6645.0;941106.0;140400.0;36.0;3900.0;0.0;10.0;10.0;0.0;1941.0;10.0;15.0;1204953.0;0.0;0.0;1.0;28271.8;28271.8;5.0;14.0;26565.4;26565.4;400.0;179.9;116.6;14.6;1
