loan_id;duration;frequency;account_year;account_month;account_day;disp_type;gender;birth_year;birth_month;birth_day;less499;less1999;less9999;more10000;cities;ratioUrb;salary;unemploymant95;unemploymant96;enterpreneurs;num_trans_m1;balance_m3_min;num_trans_m3;balance_m6_mean;num_trans_m6;balance_y1_min;num_trans_y1;balance_all_min;balance_all_mean;num_trans;credit_m1_min;credit_m3_min;credit_m6_min;credit_m6_mean;credit_m6_std;credit_y1_min;credit_y1_mean;credit_all_min;withdrawal_m1_min;withdrawal_m3_min;withdrawal_m3_std;withdrawal_m6_min;withdrawal_y1_min;age;status
7104;60;0;1993;7;11;0;0;1979;3;16;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;5.0;35539.4;11.0;45198.15294117647;17.0;800.0;17.0;800.0;45198.15294117647;17.0;261.1;185.7;75.3;14443.35;15387.514924354167;75.3;14443.35;75.3;4900.0;4900.0;6378.868175468121;1300.0;1300.0;14;1
6820;12;0;1993;6;28;0;1;1965;1;22;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;9.0;24134.8;19.0;37462.093103448286;29.0;900.0;29.0;900.0;37462.093103448286;29.0;93.5;21.6;9.9;8067.861111111111;11579.10396843936;9.9;8067.861111111111;9.9;14.6;14.6;6378.773273077931;14.6;14.6;28;1
6876;12;0;1993;8;18;0;0;1961;9;28;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;4.0;16535.8;12.0;25714.046666666665;15.0;800.0;15.0;800.0;25714.046666666665;15.0;58.8;29.8;29.8;4879.433333333333;6561.633923779729;29.8;4879.433333333333;29.8;11100.0;2200.0;4517.742799230607;2200.0;2200.0;32;1
7097;24;0;1993;6;10;0;0;1958;12;7;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;5.0;36309.2;12.0;53311.66190476191;21.0;400.0;23.0;400.0;50009.90869565218;23.0;235.2;161.4;50.5;11144.0;19976.012540377855;50.5;11677.0;50.5;3200.0;3200.0;10816.099111971931;3200.0;3200.0;35;-1
4959;24;0;1993;2;26;0;0;1945;2;4;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;8.0;16858.9;19.0;31380.980487804878;41.0;1100.0;54.0;1100.0;32590.624074074065;54.0;138.3;101.0;101.0;11032.975;11709.57212937153;13.5;10394.786363636364;13.5;14.6;14.6;3672.2955704041924;14.6;14.6;49;1
6499;24;0;1993;2;26;0;0;1945;2;4;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;8.0;21156.8;19.0;32331.795121951218;41.0;1100.0;54.0;1100.0;33312.53888888889;54.0;150.2;102.9;102.9;11033.691666666666;11708.844127291;13.5;10395.177272727273;13.5;14.6;14.6;3679.2042252053952;14.6;14.6;49;1
5479;12;0;1993;2;27;0;0;1958;10;7;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;10.0;34595.4;27.0;54987.399999999994;48.0;200.0;73.0;200.0;55582.22602739726;73.0;290.4;172.5;49.9;19242.089473684213;19444.765353113955;12.5;20344.677419354837;12.5;14.6;14.6;9980.029957502486;14.6;14.6;36;1
5170;60;2;1993;5;10;0;1;1950;3;13;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;8.0;15124.2;18.0;43804.68750000001;32.0;800.0;41.0;800.0;47302.54634146342;41.0;69.5;69.5;69.5;10825.735714285713;14149.828511687512;69.5;13560.890476190476;69.5;30.0;30.0;6261.429265307119;30.0;30.0;44;1
6721;24;0;1993;9;8;0;1;1964;8;9;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;4.0;15740.5;12.0;21575.68666666666;15.0;1100.0;15.0;1100.0;21575.68666666666;15.0;86.0;48.5;48.5;3012.853846153846;3766.1760094768506;48.5;3012.853846153846;48.5;2600.0;2600.0;2192.0310216782973;2600.0;2600.0;30;1
7259;36;0;1993;5;20;0;1;1963;5;12;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;3.0;21421.3;14.0;48836.131578947374;38.0;900.0;55.0;900.0;54652.89818181817;55.0;4000.0;160.9;137.6;11796.766666666668;16074.832882565972;35.7;16822.826086956524;35.7;3500.0;14.6;7431.969856138106;14.6;14.6;31;1
5285;12;0;1993;5;9;0;1;1957;1;22;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;8.0;16007.1;23.0;27063.511904761905;42.0;900.0;51.0;900.0;25900.31960784314;51.0;116.6;98.5;98.5;3726.29375;3866.3877371466942;24.0;3975.2083333333335;24.0;14.6;14.6;2208.621042467623;14.6;14.6;37;1
5189;48;0;1993;4;21;0;1;1968;12;20;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;11.0;18921.5;25.0;38018.218181818185;44.0;200.0;54.0;200.0;36845.58888888889;54.0;126.7;124.4;124.4;10168.9;10769.55785916108;31.1;9496.580000000002;31.1;14.6;14.6;3089.6128621011435;14.6;14.6;26;1
6650;12;1;1993;9;3;0;1;1945;10;3;40.9;16.1;5.3;1.3;6.9;65.69;9015.4;2.138;2.646;111.7;8.0;13173.0;28.0;46576.27755102041;49.0;900.0;49.0;900.0;46576.27755102041;49.0;177.4;177.4;166.4;15663.03529411765;16806.344967933284;166.4;15663.03529411765;166.4;100.0;100.0;6147.292731647927;100.0;100.0;49;-1
7226;36;0;1993;9;13;0;1;1970;5;5;64.0909090909091;26.454545454545453;6.0;1.9090909090909092;7.818181818181818;62.945454545454545;8611.181818181818;2.3663636363636362;2.983636363636364;116.45454545454545;4.0;38197.6;10.0;44735.43125;16.0;300.0;16.0;300.0;44735.43125;16.0;204.2;141.3;68.3;12363.145454545454;14026.726463531228;68.3;12363.145454545454;68.3;5700.0;5700.0;9507.365565707463;5700.0;5700.0;24;1
6087;60;0;1993;4;29;0;0;1950;1;7;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;8.0;7691.0;27.0;49881.5111111111;54.0;800.0;66.0;800.0;45854.89090909091;66.0;82.3;73.8;73.8;17933.44375;18836.61372787826;39.4;14927.625;39.4;14.6;14.6;3435.7968484150724;14.6;14.6;44;1
7262;36;0;1993;10;10;0;0;1959;5;23;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;3.0;30008.4;9.0;33229.107692307705;13.0;500.0;13.0;500.0;33229.107692307705;13.0;183.5;136.9;67.1;7666.089999999999;8850.231824641029;67.1;7666.089999999999;67.1;9800.0;8600.0;2052.640575778754;8600.0;8600.0;35;1
5519;12;0;1993;3;8;0;1;1962;12;28;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;6.0;26515.8;26.0;40388.09999999999;45.0;18285.0;69.0;700.0;40976.94285714286;70.0;166.3;143.0;143.0;8893.215384615385;10058.414520095945;54.1;9095.176923076922;54.1;14.6;14.6;2596.421589497622;14.6;14.6;32;1
6577;24;0;1993;2;8;0;1;1968;1;28;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;5.0;20808.9;26.0;49139.24666666666;45.0;20808.9;97.0;600.0;58226.50490196079;102.0;126.9;126.9;126.9;12200.724999999999;15177.22874385615;126.9;17017.0075;119.6;14.6;14.6;13923.947300466793;14.6;14.6;26;1
6509;24;0;1993;3;18;0;1;1939;12;25;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;6.0;2235.7;26.0;34659.39818181818;55.0;200.0;98.0;200.0;46061.31938775511;98.0;27.2;27.2;27.2;8513.765217391305;12127.801951811858;27.2;9204.863829787233;27.2;14.6;14.6;6549.616364541259;14.6;14.6;55;1
6520;24;0;1993;7;28;0;1;1955;8;26;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;6.0;8884.6;22.0;33989.68387096775;31.0;700.0;36.0;700.0;32558.533333333333;36.0;117.9;102.9;102.9;11518.076923076924;13052.558081154939;16.0;10908.277777777777;16.0;14.6;14.6;7219.356510619806;14.6;14.6;39;1
6699;24;0;1993;3;28;0;1;1962;9;3;64.0909090909091;26.454545454545453;6.0;1.9090909090909092;7.818181818181818;62.945454545454545;8611.181818181818;2.3663636363636362;2.983636363636364;116.45454545454545;6.0;32748.6;29.0;48890.455102040825;49.0;21718.0;80.0;600.0;46444.63950617283;81.0;21118.0;153.6;153.6;8703.006249999999;11609.774482361476;9.2;7950.262857142856;9.2;300.0;14.6;4152.80434632335;14.6;14.6;32;1
6336;36;2;1993;3;5;0;1;1966;10;24;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;3.0;27728.0;17.0;55079.98108108109;37.0;21189.4;66.0;300.0;51034.361971830986;71.0;42459.0;100.0;100.0;15087.107692307693;18141.762163144533;98.8;14335.91153846154;71.5;7100.0;30.0;11520.184736523817;30.0;30.0;28;1
7055;60;0;1993;5;6;0;1;1970;1;17;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;6.0;20795.2;24.0;53626.25777777779;45.0;1100.0;79.0;1100.0;63707.62658227849;79.0;219.9;153.0;153.0;17040.42;17450.14398418698;91.4;17751.06666666667;91.4;14.6;14.6;12789.960938054206;14.6;14.6;24;1
6103;60;2;1993;5;21;0;0;1963;2;1;64.0909090909091;26.454545454545453;6.0;1.9090909090909092;7.818181818181818;62.945454545454545;8611.181818181818;2.3663636363636362;2.983636363636364;116.45454545454545;6.0;10014.4;21.0;28526.588372093018;43.0;500.0;56.0;500.0;29069.11607142857;56.0;92.4;77.0;77.0;7531.807142857142;8156.608737937061;32.2;7546.752173913043;32.2;30.0;30.0;3734.9761609783973;30.0;30.0;31;1
6202;12;0;1993;1;25;0;0;1957;9;29;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;5.0;25145.6;18.0;43955.97857142856;42.0;21632.9;74.0;900.0;47426.55000000001;82.0;176.4;151.8;151.8;17748.516666666666;18883.06055248428;151.8;17751.795833333334;21.6;14.6;14.6;6770.103356334713;14.6;14.6;37;1
7066;36;0;1993;11;27;0;0;1959;12;17;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;2.0;28768.6;8.0;32702.726666666662;15.0;1000.0;15.0;1000.0;32702.726666666662;15.0;139.3;18.0;18.0;6116.29;15624.45252818301;18.0;6116.29;18.0;3100.0;2600.0;1379.613472438325;2600.0;2600.0;35;-1
6696;60;0;1993;4;12;0;1;1970;1;25;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;7.0;16890.3;22.0;27406.832000000002;50.0;16890.3;83.0;800.0;30045.399999999994;87.0;105.0;72.2;72.2;3580.819047619048;5254.650541817129;67.3;3823.2850000000008;25.2;14.6;14.6;3029.15382880194;14.6;14.6;24;1
6072;36;1;1993;10;25;0;0;1972;12;3;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;10.0;39210.7;21.0;65821.33214285714;28.0;800.0;29.0;800.0;63579.21724137931;29.0;365.6;175.4;52.4;15020.0;16224.239022216112;52.4;14309.0;52.4;100.0;100.0;17846.308141621736;100.0;100.0;22;1
5130;12;0;1993;2;10;0;1;1955;11;19;69.375;16.625;5.75;1.125;6.0;61.05;8831.5;2.27125;2.81375;122.375;4.0;22660.8;16.0;29990.645714285718;35.0;20296.4;67.0;1100.0;29380.839743589742;78.0;139.4;125.1;117.3;5265.564285714286;6497.285397244125;115.2;5592.0035714285705;35.5;14.6;14.6;3621.295401372277;14.6;14.6;39;1
5568;60;0;1993;6;18;0;0;1939;9;2;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;7.0;26239.8;19.0;44563.50909090909;44.0;1100.0;84.0;1100.0;44602.64166666666;84.0;173.9;104.3;104.3;10839.307142857142;12552.848328656439;13.3;13755.75294117647;13.3;14.6;14.6;7814.4477663705275;14.6;14.6;55;1
6678;12;0;1993;7;5;0;1;1976;2;6;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;5.0;38213.6;15.0;62083.7375;40.0;1100.0;52.0;1100.0;61531.590384615396;52.0;342.4;147.8;147.8;20653.430769230767;23361.700711648566;147.8;20306.622727272726;147.8;14.6;14.6;10155.167456412413;14.6;14.6;18;1
6998;12;0;1993;7;24;0;1;1968;9;7;69.375;16.625;5.75;1.125;6.0;61.05;8831.5;2.27125;2.81375;122.375;7.0;30394.6;24.0;51733.96730769231;52.0;1100.0;65.0;1100.0;53379.12769230769;65.0;180.1;165.7;165.7;26536.016666666666;28327.7210654746;46.7;25763.21;46.7;14.6;14.6;6090.875412359777;14.6;14.6;26;1
6580;48;0;1993;10;3;0;0;1958;5;27;40.9;16.1;5.3;1.3;6.9;65.69;9015.4;2.138;2.646;111.7;7.0;22037.1;17.0;48049.75499999999;40.0;900.0;47.0;900.0;49143.965957446795;47.0;123.9;123.9;123.9;12331.542857142855;16789.132254605578;123.9;14476.62;123.9;14.6;14.6;5734.2410874015795;14.6;14.6;36;1
6316;12;0;1993;1;26;0;1;1946;1;19;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;6.0;7888.6;17.0;51251.92222222223;45.0;7888.6;89.0;1100.0;52890.4039215686;102.0;209.5;111.7;111.7;12574.606249999999;13451.890187750258;111.7;16521.58787878788;17.0;14.6;14.6;8300.342232944375;14.6;14.6;48;-1
6512;48;0;1993;4;19;0;1;1956;5;7;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;7.0;17502.8;21.0;21872.43;50.0;12051.5;79.0;500.0;22551.779268292685;82.0;110.0;76.9;74.8;2618.6833333333334;2229.686248371387;26.5;2549.1;26.5;14.6;14.6;905.0071601926693;14.6;14.6;38;1
6407;24;0;1993;9;8;0;1;1960;5;21;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;5.0;42000.5;15.0;63065.468965517226;29.0;600.0;37.0;600.0;56927.45405405405;37.0;282.7;261.5;243.2;13243.616666666669;13945.286239497385;65.4;12249.336842105264;65.4;14.6;14.6;10104.687166579895;14.6;14.6;34;1
5002;12;0;1993;11;26;0;0;1939;11;30;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;8.0;28015.4;20.0;40027.41034482758;29.0;500.0;30.0;500.0;38709.82999999999;30.0;17313.0;164.7;19.5;10286.0;10046.944290081437;19.5;9470.5;19.5;189.0;14.6;4598.0036045885745;14.6;14.6;55;1
6647;48;2;1993;2;7;0;1;1968;4;14;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;7.0;36300.7;19.0;46281.55238095239;42.0;19909.6;75.0;200.0;43944.889411764714;85.0;241.9;241.9;141.4;13188.099999999999;14877.69557099934;141.4;13243.588461538464;79.0;30.0;30.0;5725.764206076752;30.0;30.0;26;1
7137;24;0;1993;11;21;0;0;1953;5;5;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;9.0;21323.2;18.0;55964.3037037037;27.0;300.0;28.0;300.0;53976.29285714286;28.0;181.3;181.3;59.9;20621.608333333334;21962.214072747694;59.9;19058.40769230769;59.9;14.6;14.6;10859.670454219244;14.6;14.6;41;1
6903;24;0;1993;9;13;0;1;1959;7;17;40.9;16.1;5.3;1.3;6.9;65.69;9015.4;2.138;2.646;111.7;6.0;2007.4;24.0;32283.614035087725;57.0;144.2;71.0;144.2;33459.68028169014;71.0;84.4;73.9;59.1;6443.451851851853;13373.400268540254;38.7;6244.838461538462;38.7;14.6;14.6;7033.488678807203;0.1;0.1;35;1
5918;36;0;1993;6;5;0;0;1964;3;13;40.9;16.1;5.3;1.3;6.9;65.69;9015.4;2.138;2.646;111.7;5.0;16770.7;20.0;30493.480000000003;45.0;300.0;71.0;300.0;34084.46056338029;71.0;135.7;130.0;108.4;9014.257142857143;10598.811382321226;83.6;9277.392592592592;83.6;14.6;14.6;3062.2379058962247;14.6;14.6;30;1
6642;12;2;1993;7;7;0;0;1967;7;10;64.0909090909091;26.454545454545453;6.0;1.9090909090909092;7.818181818181818;62.945454545454545;8611.181818181818;2.3663636363636362;2.983636363636364;116.45454545454545;7.0;30825.8;18.0;56059.74999999998;46.0;700.0;60.0;700.0;55570.30499999998;60.0;275.5;275.5;181.5;19694.176923076924;22149.576436964275;138.1;18776.677272727273;138.1;30.0;30.0;10513.78932063925;30.0;30.0;27;1
6210;48;0;1993;11;26;0;0;1964;5;13;69.375;16.625;5.75;1.125;6.0;61.05;8831.5;2.27125;2.81375;122.375;8.0;20452.2;20.0;29242.31875;32.0;200.0;33.0;200.0;28362.248484848482;33.0;126.8;126.8;16.7;3866.415;5533.697523097154;16.7;3691.8238095238103;16.7;14.6;14.6;3915.904889549796;14.6;14.6;30;-1
6279;24;0;1993;7;21;0;0;1962;7;10;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;4.0;28934.4;12.0;40927.21578947369;19.0;200.0;30.0;200.0;36783.95;30.0;138.1;138.1;138.1;8588.37777777778;14761.070955284526;63.3;8544.575;63.3;14.6;14.6;6862.602500231998;14.6;14.6;32;1
7249;48;0;1993;3;19;0;0;1941;7;28;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;6.0;33781.2;17.0;34366.15;42.0;15182.9;70.0;1100.0;33857.10641025641;78.0;152.1;130.4;102.9;6490.724999999999;6832.198502029662;102.9;6491.358333333334;34.2;14.6;14.6;4673.591062205515;14.6;14.6;53;1
6736;60;1;1994;2;27;0;0;1935;12;15;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;3.0;11300.0;9.0;33211.759999999995;10.0;800.0;10.0;800.0;33211.759999999995;10.0;17.5;8.7;8.7;8081.299999999999;11968.690657831256;8.7;8081.299999999999;8.7;15200.0;6000.0;6505.382386916237;6000.0;6000.0;59;1
6112;24;0;1993;3;22;0;1;1978;11;21;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;7.0;-1369.2;20.0;10787.883720930231;43.0;-1369.2;95.0;-1369.2;26252.81440677965;118.0;33.3;33.3;33.3;8527.466666666667;13291.374648814603;33.3;9276.992592592593;33.3;0.4;0.4;3192.0884826550314;0.2;0.2;16;-1
5319;60;0;1993;9;22;0;1;1942;9;13;26.9;16.1;5.2;2.1;7.0;80.19999999999999;9334.2;4.802;5.857000000000001;112.3;8.0;12922.6;24.0;41613.51081081082;37.0;300.0;46.0;300.0;40061.58043478262;46.0;127.9;127.9;127.9;13061.233333333332;13849.755260215929;30.4;13387.938888888888;30.4;14.6;14.6;3754.921279036979;14.6;14.6;52;1
