loan_id;account_id;date;amount;duration;payments;status;frequency;account_year;account_month;account_day;disp_id;disp_type;gender;birth_year;birth_month;birth_day;inhabitants;less499;less1999;less9999;more10000;cities;ratioUrb;salary;unemploymant95;unemploymant96;enterpreneurs;crime95;crime96;balance_m1_min;balance_m1_max;balance_m1_mean;balance_m1_std;num_trans_m1;balance_m3_min;balance_m3_max;balance_m3_mean;balance_m3_std;num_trans_m3;balance_m6_min;balance_m6_max;balance_m6_mean;balance_m6_std;num_trans_m6;balance_y1_min;balance_y1_max;balance_y1_mean;balance_y1_std;num_trans_y1;balance_all_min;balance_all_max;balance_all_mean;balance_all_std;num_trans;credit_m1_min;credit_m1_max;credit_m1_mean;credit_m1_std;credit_m1_sum;credit_m3_min;credit_m3_max;credit_m3_mean;credit_m3_std;credit_m3_sum;credit_m6_min;credit_m6_max;credit_m6_mean;credit_m6_std;credit_m6_sum;credit_y1_min;credit_y1_max;credit_y1_mean;credit_y1_std;credit_y1_sum;credit_all_min;credit_all_max;credit_all_mean;credit_all_std;credit_all_sum;withdrawal_m1_min;withdrawal_m1_max;withdrawal_m1_mean;withdrawal_m1_std;withdrawal_m1_sum;withdrawal_m3_min;withdrawal_m3_max;withdrawal_m3_mean;withdrawal_m3_std;withdrawal_m3_sum;withdrawal_m6_min;withdrawal_m6_max;withdrawal_m6_mean;withdrawal_m6_std;withdrawal_m6_sum;withdrawal_y1_min;withdrawal_y1_max;withdrawal_y1_mean;withdrawal_y1_std;withdrawal_y1_sum;withdrawal_all_min;withdrawal_all_max;withdrawal_all_mean;withdrawal_all_std;withdrawal_all_sum;age
7121;10364;931110;21924;36;609;1;0;1993;1;17;12446;0;0;1960;8;20;146784.92857142858;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;3770.0;3845.785714285714;34450.7;49083.3;38755.1;5703.316445718228;6.0;29854.8;49083.3;36365.88333333334;5908.9941835705495;18.0;24950.4;60432.4;36239.13529411765;8184.562365408551;34.0;1100.0;60432.4;34272.21333333333;10171.031845987452;45.0;1100.0;60432.4;34272.21333333333;10171.031845987452;45.0;154.2;14493.0;7323.6;10139.062714077667;14647.2;130.5;14493.0;7316.066666666667;7861.940922613619;43896.4;125.1;21739.5;7920.333333333333;8367.573357511325;95044.0;38.3;21739.5;7551.738095238095;7695.526818254628;158586.5;38.3;21739.5;7551.738095238095;7695.526818254628;158586.5;14.6;6262.0;3019.15;3122.5945552803787;12076.6;14.6;8400.0;3327.483333333333;3263.612436280145;39929.799999999996;14.6;17200.0;4291.045454545455;4656.67529955166;94403.00000000001;14.6;17200.0;4562.625;4615.53878538008;109503.0;14.6;17200.0;4562.625;4615.53878538008;109503.0;33
6077;5270;931122;79608;24;3317;1;0;1993;1;13;6367;0;0;1970;4;28;112252.81818181818;64.0909090909091;26.454545454545453;6.0;1.9090909090909092;7.818181818181818;62.945454545454545;8611.181818181818;2.3663636363636362;2.983636363636364;116.45454545454545;2765.4545454545455;2786.0;62096.7;106845.7;93019.22;17907.518807808076;5.0;51088.6;106845.7;83870.44375;18354.706909744567;16.0;31251.7;112613.4;72354.01351351352;22230.66762905297;37.0;800.0;125825.7;69954.57169811321;24870.232927680194;53.0;800.0;125825.7;69954.57169811321;24870.232927680194;53.0;373.7;44749.0;22561.35;31378.0755471874;45122.7;278.2;44749.0;22543.216666666664;24325.238876559193;135259.3;255.2;67124.0;24401.483333333334;25890.421513645586;292817.8;110.2;67124.0;23558.29090909091;24223.19832425322;518282.4;110.2;67124.0;23558.29090909091;24223.19832425322;518282.4;14.6;34100.0;12404.866666666667;18851.764666824518;37214.6;14.6;34100.0;11174.38;13683.659986502962;111743.79999999999;14.6;40200.0;11073.464;12108.823449551157;276836.6;14.6;51700.0;13372.148387096773;13528.749295330814;414536.6;14.6;51700.0;13372.148387096773;13528.749295330814;414536.6;23
6228;6034;931201;464520;60;7742;-1;2;1993;3;19;7291;0;1;1940;12;2;92102.83333333333;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;3385.3333333333335;3620.5833333333335;17585.6;121600.3;66038.66666666667;38485.9986456783;12.0;12514.7;121600.3;43871.44615384615;34336.80932088165;26.0;12514.7;121600.3;48659.99803921567;27381.282203684255;51.0;200.0;125943.1;51760.01617647058;27848.686707573845;68.0;200.0;125943.1;51760.01617647058;27848.686707573845;68.0;290.7;47757.0;19720.385714285716;15625.666137526057;138042.7;108.9;47757.0;17658.38181818182;15732.083349818497;194242.2;108.9;47757.0;16689.88;15703.381389724887;333797.60000000003;42.4;47757.0;16035.558064516128;15297.89832863269;497102.3;42.4;47757.0;16035.558064516128;15297.89832863269;497102.3;30.0;34200.0;12653.2;12861.159014645607;63266.0;30.0;34200.0;10014.8;9298.253293725964;150222.0;30.0;34200.0;10325.064516129032;8570.149278884563;320077.0;30.0;41000.0;11073.837837837838;9932.96312932493;409732.0;30.0;41000.0;11073.837837837838;9932.96312932493;409732.0;53
6356;6701;931208;95400;36;2650;1;2;1993;3;15;8091;0;0;1971;2;10;112252.81818181818;64.0909090909091;26.454545454545453;6.0;1.9090909090909092;7.818181818181818;62.945454545454545;8611.181818181818;2.3663636363636362;2.983636363636364;116.45454545454545;2765.4545454545455;2786.0;27562.0;29362.0;28072.0;861.9454739135185;4.0;27562.0;86087.8;45949.529411764706;15043.831976584486;17.0;4092.6;90069.6;38904.394594594596;21520.85269022616;37.0;200.0;92354.8;41562.32340425532;23576.7433442569;47.0;200.0;92354.8;41562.32340425532;23576.7433442569;47.0;135.0;135.0;135.0;0.0;135.0;135.0;34070.0;10805.84;15424.657063546016;54029.2;49.4;34070.0;10211.242857142859;11635.290334595424;142957.40000000002;23.6;35760.0;11706.59090909091;13022.733787675894;257545.0;23.6;35760.0;11706.59090909091;13022.733787675894;257545.0;30.0;8600.0;3476.6666666666665;4524.337888943899;10430.0;30.0;31400.0;7932.5;9897.465355056589;95190.0;30.0;33500.0;8533.826086956522;11240.349200545224;196278.0;30.0;33500.0;9195.12;11910.440840987652;229878.0;30.0;33500.0;9195.12;11910.440840987652;229878.0;22
5523;2705;931208;93888;36;2608;1;1;1993;7;5;3264;0;1;1950;10;20;146784.92857142858;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;3770.0;3845.785714285714;34716.3;50227.2;45020.659999999996;5957.524288074701;5.0;34578.2;52378.2;45788.18333333333;6633.385797729176;12.0;600.0;52378.2;37510.49473684211;14598.865783434978;19.0;600.0;52378.2;37510.49473684211;14598.865783434978;19.0;600.0;52378.2;37510.49473684211;14598.865783434978;19.0;189.2;15649.0;7919.1;10931.729415787788;15838.2;189.2;15649.0;7923.383333333332;8462.993601419457;47540.299999999996;48.0;15649.0;7084.7;7697.681274844452;85016.4;48.0;15649.0;7084.7;7697.681274844452;85016.4;48.0;15649.0;7084.7;7697.681274844452;85016.4;100.0;12000.0;5233.333333333333;6115.8264636378735;15700.0;100.0;15500.0;7733.333333333333;6482.180703024767;46400.0;100.0;15500.0;7185.714285714285;6092.188597274538;50300.0;100.0;15500.0;7185.714285714285;6092.188597274538;50300.0;100.0;15500.0;7185.714285714285;6092.188597274538;50300.0;43
6456;7123;931209;47016;12;3918;1;1;1993;4;14;8598;0;1;1957;12;31;146784.92857142858;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;3770.0;3845.785714285714;53304.4;73454.2;66411.48000000001;9664.841590631477;5.0;37588.5;101285.4;68390.96818181816;16793.909607961094;22.0;25441.9;112901.6;65828.11081081083;19492.967832725157;37.0;200.0;112901.6;60382.08571428573;23888.321559448163;42.0;200.0;112901.6;60382.08571428573;23888.321559448163;42.0;282.9;19867.0;10074.95;13848.049913435465;20149.9;238.0;37778.0;12422.779999999999;12326.72803994096;124227.79999999999;109.2;47705.0;14463.41111111111;15300.36018572146;260341.4;32.8;47705.0;13031.063636363637;14937.01927276005;286683.4;32.8;47705.0;13031.063636363637;14937.01927276005;286683.4;100.0;29000.0;14560.333333333334;14450.011084194135;43681.0;100.0;29000.0;10203.583333333334;9405.942652081312;122443.0;100.0;51800.0;11868.947368421053;12643.755856696327;225510.0;100.0;51800.0;11395.5;12487.341032126558;227910.0;100.0;51800.0;11395.5;12487.341032126558;227910.0;36
7104;10320;931213;259740;60;4329;1;0;1993;7;11;12387;0;0;1979;3;16;179118.36363636365;19.727272727272727;28.272727272727273;8.727272727272727;2.5454545454545454;5.454545454545454;65.14545454545454;9049.181818181818;4.842;5.697272727272728;102.81818181818181;6779.3;6174.272727272727;40673.5;79633.5;61234.7;14286.418277510988;5.0;35539.4;79633.5;54402.88181818181;14104.146288862588;11.0;800.0;79633.5;45198.15294117647;19487.23966632132;17.0;800.0;79633.5;45198.15294117647;19487.23966632132;17.0;800.0;79633.5;45198.15294117647;19487.23966632132;17.0;261.1;38960.0;19610.55;27364.254614460086;39221.1;185.7;38960.0;15268.700000000003;17137.361558419663;91612.20000000001;75.3;38960.0;14443.35;15387.514924354167;144433.5;75.3;38960.0;14443.35;15387.514924354167;144433.5;75.3;38960.0;14443.35;15387.514924354167;144433.5;4900.0;16200.0;11171.333333333334;5751.579377295712;33514.0;4900.0;21500.0;12842.8;6378.868175468121;64214.0;1300.0;21500.0;11030.57142857143;6761.568527522364;77214.0;1300.0;21500.0;11030.57142857143;6761.568527522364;77214.0;1300.0;21500.0;11030.57142857143;6761.568527522364;77214.0;14
6820;9034;931216;38148;12;3179;1;0;1993;6;28;10818;0;1;1965;1;22;1204953.0;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;85677.0;99107.0;24134.8;56840.8;36175.65555555555;10500.784831277033;9.0;24134.8;62324.6;41406.25263157895;10921.950694173862;19.0;900.0;62324.6;37462.093103448286;13293.43180524371;29.0;900.0;62324.6;37462.093103448286;13293.43180524371;29.0;900.0;62324.6;37462.093103448286;13293.43180524371;29.0;93.5;32706.0;10998.933333333334;18798.94281770476;32996.8;21.6;32706.0;8551.133333333333;13050.433122122806;76960.2;9.9;32706.0;8067.861111111111;11579.10396843936;145221.5;9.9;32706.0;8067.861111111111;11579.10396843936;145221.5;9.9;32706.0;8067.861111111111;11579.10396843936;145221.5;14.6;9700.0;5074.599999999999;4118.28841146416;30447.6;14.6;20600.0;8469.560000000001;6378.773273077931;84695.6;14.6;20600.0;8863.236363636364;6190.691842964359;97495.6;14.6;20600.0;8863.236363636364;6190.691842964359;97495.6;14.6;20600.0;8863.236363636364;6190.691842964359;97495.6;28
6876;9236;931221;86616;12;7218;1;0;1993;8;18;11064;0;0;1961;9;28;92102.83333333333;62.666666666666664;26.666666666666668;4.666666666666667;1.5833333333333333;5.5;52.44166666666666;9357.25;2.4641666666666664;2.8783333333333334;129.75;3385.3333333333335;3620.5833333333335;30376.5;48353.1;36619.2;8457.233427072946;4.0;16535.8;48353.1;29641.55833333333;8851.737076411851;12.0;800.0;48353.1;25714.046666666665;11715.975172745158;15.0;800.0;48353.1;25714.046666666665;11715.975172745158;15.0;800.0;48353.1;25714.046666666665;11715.975172745158;15.0;58.8;17859.0;6011.833333333333;10259.989562535302;18035.5;29.8;17859.0;4671.911111111111;7124.239049092268;42047.2;29.8;17859.0;4879.433333333333;6561.633923779729;58553.2;29.8;17859.0;4879.433333333333;6561.633923779729;58553.2;29.8;17859.0;4879.433333333333;6561.633923779729;58553.2;11100.0;11100.0;11100.0;0.0;11100.0;2200.0;11100.0;7100.0;4517.742799230607;21300.0;2200.0;11100.0;7100.0;4517.742799230607;21300.0;2200.0;11100.0;7100.0;4517.742799230607;21300.0;2200.0;11100.0;7100.0;4517.742799230607;21300.0;32
7097;10266;931223;75624;24;3151;-1;0;1993;6;10;12317;0;0;1958;12;7;146784.92857142858;59.785714285714285;35.42857142857143;8.142857142857142;1.5;5.857142857142857;54.86428571428572;8728.5;3.2278571428571428;3.8285714285714287;113.35714285714286;3770.0;3845.785714285714;41954.8;89754.8;57562.0;19545.19018070686;5.0;36309.2;89754.8;55333.05000000001;15268.548484950124;12.0;26688.1;89754.8;53311.66190476191;17800.290844856336;21.0;400.0;89754.8;50009.90869565218;20688.41804888367;23.0;400.0;89754.8;50009.90869565218;20688.41804888367;23.0;235.2;47764.0;23999.6;33607.93678165918;47999.2;161.4;47764.0;13452.07142857143;21005.30916686813;94164.5;50.5;49887.0;11144.0;19976.012540377855;144872.0;50.5;49887.0;11677.0;19366.42021305361;175155.0;50.5;49887.0;11677.0;19366.42021305361;175155.0;3200.0;31100.0;15933.333333333334;14108.271805339353;47800.0;3200.0;31100.0;17640.0;10816.099111971931;88200.0;3200.0;31100.0;16650.0;10241.093691593687;133200.0;3200.0;31100.0;16650.0;10241.093691593687;133200.0;3200.0;31100.0;16650.0;10241.093691593687;133200.0;35
4959;2;940105;80952;24;3373;1;0;1993;2;26;2;0;0;1945;2;4;1204953.0;0.0;0.0;0.0;1.0;1.0;100.0;12541.0;0.29;0.43;167.0;85677.0;99107.0;16858.9;47212.9;30446.65;10450.354116214708;8.0;16858.9;47212.9;30317.13157894737;7720.982954121597;19.0;10508.0;62325.5;31380.980487804878;10229.140615154813;41.0;1100.0;67529.6;32590.624074074065;12061.70568187609;54.0;1100.0;67529.6;32590.624074074065;12061.70568187609;54.0;138.3;30354.0;15246.15;21365.726368298365;30492.3;101.0;30354.0;11867.400000000001;13382.034883678938;71204.40000000001;101.0;30354.0;11032.975;11709.57212937153;132395.7;13.5;30354.0;10394.786363636364;11457.269613210872;228685.3;13.5;30354.0;10394.786363636364;11457.269613210872;228685.3;14.6;13396.0;4535.099999999999;4572.750531135501;27210.6;14.6;13396.0;4143.984615384615;3672.2955704041924;53871.799999999996;14.6;21286.0;5167.055172413793;4906.545848120085;149844.6;14.6;22400.0;6276.393749999999;6011.475326940242;200844.59999999998;14.6;22400.0;6276.393749999999;6011.475326940242;200844.59999999998;49
